UF,Municipio,Regiao,Media_PIB
MG,Cantagalo,Sudeste,0.04500
MG,Caparaó,Sudeste,0.07000
MG,Capela Nova,Sudeste,0.04750
MG,Capelinha,Sudeste,0.58500
MG,Capetinga,Sudeste,0.11500
MG,Capim Branco,Sudeste,0.08875
MG,Capinópolis,Sudeste,0.35500
MG,Capitão Andrade,Sudeste,0.04375
MG,Capitão Enéas,Sudeste,0.27875
MG,Capitólio,Sudeste,0.22000
MG,Caputira,Sudeste,0.08000
MG,Caranaíba,Sudeste,0.03125
MG,Carandaí,Sudeste,0.53750
MG,Carangola,Sudeste,0.49625
MG,Caraí,Sudeste,0.15000
MG,Carbonita,Sudeste,0.14250
MG,Careaçu,Sudeste,0.13250
MG,Carlos Chagas,Sudeste,0.34875
MG,Carmo da Cachoeira,Sudeste,0.21000
MG,Carmo da Mata,Sudeste,0.16875
MG,Carmo de Minas,Sudeste,0.18875
MG,Carmo do Cajuru,Sudeste,0.40125
MG,Carmo do Paranaíba,Sudeste,0.67000
MG,Carmo do Rio Claro,Sudeste,0.43250
MG,Carmésia,Sudeste,0.02750
MG,Carmópolis de Minas,Sudeste,0.37625
MG,Carneirinho,Sudeste,0.29500
MG,Carrancas,Sudeste,0.08125
MG,Carvalhos,Sudeste,0.05375
MG,Carvalhópolis,Sudeste,0.05000
MG,Casa Grande,Sudeste,0.04250
MG,Cascalho Rico,Sudeste,0.05500
MG,Catas Altas,Sudeste,0.58625
MG,Catas Altas da Noruega,Sudeste,0.03375
MG,Catuji,Sudeste,0.05875
MG,Catuti,Sudeste,0.03875
MG,Caxambu,Sudeste,0.31750
MG,Cedro do Abaeté,Sudeste,0.01875
MG,Central de Minas,Sudeste,0.07500
MG,Centralina,Sudeste,0.21875
MG,Chalé,Sudeste,0.06750
MG,Chapada Gaúcha,Sudeste,0.18000
MG,Chapada do Norte,Sudeste,0.09125
MG,Chiador,Sudeste,0.03000
MG,Chácara,Sudeste,0.03625
MG,Cipotânea,Sudeste,0.05000
MG,Claraval,Sudeste,0.12125
MG,Claro dos Poções,Sudeste,0.06375
MG,Cláudio,Sudeste,0.62500
MG,Coimbra,Sudeste,0.09875
MG,Coluna,Sudeste,0.08250
MG,Comendador Gomes,Sudeste,0.10750
MG,Comercinho,Sudeste,0.05375
MG,Conceição da Aparecida,Sudeste,0.17750
MG,Conceição da Barra de Minas,Sudeste,0.04625
MG,Conceição das Pedras,Sudeste,0.04125
MG,Conceição de Ipanema,Sudeste,0.04750
MG,Conceição do Pará,Sudeste,0.24375
MG,Conceição do Rio Verde,Sudeste,0.20125
MG,Conceição dos Ouros,Sudeste,0.15625
MG,Congonhal,Sudeste,0.17625
MG,Congonhas do Norte,Sudeste,0.03875
MG,Conquista,Sudeste,0.33500
MG,Conselheiro Pena,Sudeste,0.27875
MG,Consolação,Sudeste,0.02375
MG,Coqueiral,Sudeste,0.15250
MG,Coração de Jesus,Sudeste,0.20750
MG,Cordisburgo,Sudeste,0.09500
MG,Cordislândia,Sudeste,0.05875
MG,Corinto,Sudeste,0.34500
MG,Coroaci,Sudeste,0.09375
MG,Coronel Murta,Sudeste,0.07625
MG,Coronel Pacheco,Sudeste,0.04125
MG,Coronel Xavier Chaves,Sudeste,0.04750
MG,Couto de Magalhães de Minas,Sudeste,0.04625
MG,Cristais,Sudeste,0.18000
MG,Cristiano Otoni,Sudeste,0.09125
MG,Cristina,Sudeste,0.16375
MG,Cristália,Sudeste,0.04500
MG,Crisólita,Sudeste,0.05500
MG,Crucilândia,Sudeste,0.05875
MG,Cruzeiro da Fortaleza,Sudeste,0.09125
MG,Cruzília,Sudeste,0.21750
MG,Cuparaque,Sudeste,0.05000
MG,Curral de Dentro,Sudeste,0.06125
MG,Cássia,Sudeste,0.32000
MG,Córrego Danta,Sudeste,0.11375
MG,Córrego Fundo,Sudeste,0.17500
MG,Córrego Novo,Sudeste,0.02875
MG,Córrego do Bom Jesus,Sudeste,0.03375
MG,Cônego Marinho,Sudeste,0.04750
MG,Datas,Sudeste,0.05125
MG,Delfim Moreira,Sudeste,0.09125
MG,Delfinópolis,Sudeste,0.15750
MG,Delta,Sudeste,0.34000
MG,Descoberto,Sudeste,0.06000
MG,Desterro de Entre Rios,Sudeste,0.11875
MG,Desterro do Melo,Sudeste,0.03250
MG,Diamantina,Sudeste,0.71375
MG,Diogo de Vasconcelos,Sudeste,0.03125
MG,Dionísio,Sudeste,0.07250
MG,Divino,Sudeste,0.22750
MG,Divino das Laranjeiras,Sudeste,0.04750
MG,Divinolândia de Minas,Sudeste,0.05750
MG,Divinésia,Sudeste,0.04375
MG,Divisa Alegre,Sudeste,0.10625
MG,Divisa Nova,Sudeste,0.08125
MG,Divisópolis,Sudeste,0.06875
MG,Dom Bosco,Sudeste,0.04875
MG,Dom Cavati,Sudeste,0.05250
MG,Dom Joaquim,Sudeste,0.04250
MG,Dom Silvério,Sudeste,0.08000
MG,Dom Viçoso,Sudeste,0.02875
MG,Dores de Campos,Sudeste,0.24500
MG,Dores de Guanhães,Sudeste,0.11625
MG,Dores do Indaiá,Sudeste,0.21625
MG,Dores do Turvo,Sudeste,0.04625
MG,Doresópolis,Sudeste,0.05125
MG,Douradoquara,Sudeste,0.05250
MG,Durandé,Sudeste,0.09000
MG,Elói Mendes,Sudeste,0.52125
MG,Engenheiro Caldas,Sudeste,0.11125
MG,Engenheiro Navarro,Sudeste,0.06875
MG,Entre Folhas,Sudeste,0.04750
MG,Entre Rios de Minas,Sudeste,0.19000
MG,Ervália,Sudeste,0.29125
MG,Esmeraldas,Sudeste,0.64750
MG,Espera Feliz,Sudeste,0.38500
MG,Espinosa,Sudeste,0.27625
MG,Espírito Santo do Dourado,Sudeste,0.07625
MG,Estiva,Sudeste,0.24500
MG,Estrela Dalva,Sudeste,0.02875
MG,Estrela do Indaiá,Sudeste,0.09500
MG,Estrela do Sul,Sudeste,0.37250
MG,Eugenópolis,Sudeste,0.14625
MG,Ewbank da Câmara,Sudeste,0.04000
MG,Fama,Sudeste,0.03750
MG,Faria Lemos,Sudeste,0.04875
MG,Felisburgo,Sudeste,0.05875
MG,Felixlândia,Sudeste,0.25000
MG,Felício dos Santos,Sudeste,0.04375
MG,Fernandes Tourinho,Sudeste,0.03625
MG,Ferros,Sudeste,0.11500
MG,Fervedouro,Sudeste,0.10625
MG,Florestal,Sudeste,0.10500
MG,Fortaleza de Minas,Sudeste,0.08375
MG,Fortuna de Minas,Sudeste,0.03500
MG,Francisco Badaró,Sudeste,0.06250
MG,Francisco Dumont,Sudeste,0.05250
MG,Francisco Sá,Sudeste,0.34500
MG,Franciscópolis,Sudeste,0.06625
MG,Frei Gaspar,Sudeste,0.05375
MG,Frei Inocêncio,Sudeste,0.09375
MG,Frei Lagonegro,Sudeste,0.02875
MG,Fronteira dos Vales,Sudeste,0.03500
MG,Fruta de Leite,Sudeste,0.03750
MG,Funilândia,Sudeste,0.05125
MG,Galiléia,Sudeste,0.08000
MG,Gameleiras,Sudeste,0.04000
MG,Glaucilândia,Sudeste,0.02875
MG,Goiabeira,Sudeste,0.03500
MG,Goianá,Sudeste,0.05625
MG,Gonzaga,Sudeste,0.04750
MG,Gonçalves,Sudeste,0.06000
MG,Gouveia,Sudeste,0.13750
MG,Grupiara,Sudeste,0.02750
MG,Grão Mogol,Sudeste,0.42375
MG,Guanhães,Sudeste,0.64000
MG,Guapé,Sudeste,0.22625
MG,Guaraciaba,Sudeste,0.08125
MG,Guaraciama,Sudeste,0.04500
MG,Guarani,Sudeste,0.12250
MG,Guaranésia,Sudeste,0.41125
MG,Guarará,Sudeste,0.04375
MG,Guarda-Mor,Sudeste,0.34875
MG,Guidoval,Sudeste,0.10000
MG,Guimarânia,Sudeste,0.16000
MG,Guiricema,Sudeste,0.08875
MG,Gurinhatã,Sudeste,0.11875
MG,Heliodora,Sudeste,0.09000
MG,Iapu,Sudeste,0.10125
MG,Ibertioga,Sudeste,0.06375
MG,Ibiaí,Sudeste,0.07000
MG,Ibiracatu,Sudeste,0.04250
MG,Ibiraci,Sudeste,0.52750
MG,Ibitiúra de Minas,Sudeste,0.05000
MG,Ibituruna,Sudeste,0.03875
MG,Icaraí de Minas,Sudeste,0.07750
MG,Igarapé,Sudeste,0.78500
MG,Igaratinga,Sudeste,0.31000
MG,Iguatama,Sudeste,0.34125
MG,Ijaci,Sudeste,0.34625
MG,Ilicínea,Sudeste,0.16875
MG,Imbé de Minas,Sudeste,0.05750
MG,Inconfidentes,Sudeste,0.09250
MG,Indaiabira,Sudeste,0.05875
MG,Indianópolis,Sudeste,0.48500
MG,Ingaí,Sudeste,0.06250
MG,Inhapim,Sudeste,0.28875
MG,Inhaúma,Sudeste,0.09875
MG,Inimutaba,Sudeste,0.07250
MG,Ipaba,Sudeste,0.13750
MG,Ipanema,Sudeste,0.22500
MG,Ipiaçu,Sudeste,0.08750
MG,Ipuiúna,Sudeste,0.14625
MG,Iraí de Minas,Sudeste,0.20125
MG,Itacambira,Sudeste,0.06125
MG,Itacarambi,Sudeste,0.18500
MG,Itaguara,Sudeste,0.25375
MG,Itaipé,Sudeste,0.09000
MG,Itamarandiba,Sudeste,0.45125
MG,Itamarati de Minas,Sudeste,0.06000
MG,Itambacuri,Sudeste,0.25625
MG,Itambé do Mato Dentro,Sudeste,0.02375
MG,Itamogi,Sudeste,0.17125
MG,Itamonte,Sudeste,0.74375
MG,Itanhandu,Sudeste,0.39750
MG,Itanhomi,Sudeste,0.11375
MG,Itaobim,Sudeste,0.26125
MG,Itapagipe,Sudeste,0.40500
MG,Itapecerica,Sudeste,0.43625
MG,Itapeva,Sudeste,0.41500
MG,Itaverava,Sudeste,0.05000
MG,Itaú de Minas,Sudeste,0.54125
MG,Itinga,Sudeste,0.11750
MG,Itueta,Sudeste,0.07500
MG,Itumirim,Sudeste,0.05750
MG,Itutinga,Sudeste,0.09875
MG,Jaboticatubas,Sudeste,0.20625
MG,Jacinto,Sudeste,0.09875
MG,Jacutinga,Sudeste,0.62750
MG,Jacuí,Sudeste,0.10375
MG,Jaguaraçu,Sudeste,0.07000
MG,Jampruca,Sudeste,0.05250
MG,Januária,Sudeste,0.64875
MG,Japaraíba,Sudeste,0.06375
MG,Japonvar,Sudeste,0.05875
MG,Jaíba,Sudeste,0.51875
MG,Jenipapo de Minas,Sudeste,0.05875
MG,Jequeri,Sudeste,0.14125
MG,Jequitaí,Sudeste,0.08250
MG,Jequitibá,Sudeste,0.09250
MG,Jequitinhonha,Sudeste,0.22000
MG,Jesuânia,Sudeste,0.05875
MG,Joanésia,Sudeste,0.07625
MG,Joaquim Felício,Sudeste,0.04625
MG,Joaíma,Sudeste,0.12250
MG,Jordânia,Sudeste,0.08125
MG,Josenópolis,Sudeste,0.04000
MG,José Gonçalves de Minas,Sudeste,0.03875
MG,José Raydan,Sudeste,0.05000
MG,Juramento,Sudeste,0.04375
MG,Juruaia,Sudeste,0.15875
MG,Juvenília,Sudeste,0.04750
MG,Ladainha,Sudeste,0.10875
MG,Lagamar,Sudeste,0.16500
MG,Lagoa Dourada,Sudeste,0.20125
MG,Lagoa Formosa,Sudeste,0.33625
MG,Lagoa Grande,Sudeste,0.20625
MG,Lagoa dos Patos,Sudeste,0.04125
MG,Lajinha,Sudeste,0.30125
MG,Lambari,Sudeste,0.31250
MG,Lamim,Sudeste,0.03750
MG,Laranjal,Sudeste,0.07375
MG,Lassance,Sudeste,0.11500
MG,Leandro Ferreira,Sudeste,0.04000
MG,Leme do Prado,Sudeste,0.04625
MG,Liberdade,Sudeste,0.07375
MG,Lima Duarte,Sudeste,0.25500
MG,Limeira do Oeste,Sudeste,0.31750
MG,Lontra,Sudeste,0.06375
MG,Luisburgo,Sudeste,0.07375
MG,Luislândia,Sudeste,0.04875
MG,Luminárias,Sudeste,0.07875
MG,Luz,Sudeste,0.47000
MG,Machacalis,Sudeste,0.07375
MG,Madre de Deus de Minas,Sudeste,0.15375
MG,Malacacheta,Sudeste,0.18375
MG,Mamonas,Sudeste,0.04500
MG,Manga,Sudeste,0.19375
MG,Manhumirim,Sudeste,0.42375
MG,Mantena,Sudeste,0.36500
MG,Mar de Espanha,Sudeste,0.16125
MG,Maravilhas,Sudeste,0.12875
MG,Maria da Fé,Sudeste,0.15500
MG,Marilac,Sudeste,0.04125
MG,Maripá de Minas,Sudeste,0.05125
MG,Marliéria,Sudeste,0.03875
MG,Marmelópolis,Sudeste,0.03000
MG,Martinho Campos,Sudeste,0.29625
MG,Martins Soares,Sudeste,0.15250
MG,Mata Verde,Sudeste,0.06000
MG,Materlândia,Sudeste,0.04125
MG,Mateus Leme,Sudeste,0.62125
MG,Mathias Lobato,Sudeste,0.03250
MG,Matias Barbosa,Sudeste,0.52875
MG,Matias Cardoso,Sudeste,0.12625
MG,Matipó,Sudeste,0.33750
MG,Mato Verde,Sudeste,0.11875
MG,Matutina,Sudeste,0.06750
MG,Medeiros,Sudeste,0.12500
MG,Medina,Sudeste,0.21000
MG,Mendes Pimentel,Sudeste,0.05750
MG,Mercês,Sudeste,0.11375
MG,Mesquita,Sudeste,0.04375
MG,Minas Novas,Sudeste,0.27250
MG,Minduri,Sudeste,0.07750
MG,Mirabela,Sudeste,0.11750
MG,Miradouro,Sudeste,0.12500
MG,Miravânia,Sudeste,0.03500
MG,Miraí,Sudeste,0.22625
MG,Moeda,Sudeste,0.05875
MG,Moema,Sudeste,0.09750
MG,Monjolos,Sudeste,0.03125
MG,Monsenhor Paulo,Sudeste,0.18500
MG,Montalvânia,Sudeste,0.12500
MG,Monte Alegre de Minas,Sudeste,0.52875
MG,Monte Azul,Sudeste,0.18625
MG,Monte Belo,Sudeste,0.25000
MG,Monte Formoso,Sudeste,0.03125
MG,Monte Santo de Minas,Sudeste,0.38500
MG,Monte Sião,Sudeste,0.39750
MG,Montezuma,Sudeste,0.06125
MG,Morada Nova de Minas,Sudeste,0.26750
MG,Morro da Garça,Sudeste,0.07875
MG,Morro do Pilar,Sudeste,0.03250
MG,Munhoz,Sudeste,0.07875
MG,Mutum,Sudeste,0.35125
MG,Muzambinho,Sudeste,0.40750
MG,Mário Campos,Sudeste,0.15250
MG,Nacip Raydan,Sudeste,0.02875
MG,Nanuque,Sudeste,0.67500
MG,Naque,Sudeste,0.06875
MG,Natalândia,Sudeste,0.04625
MG,Natércia,Sudeste,0.07125
MG,Nazareno,Sudeste,0.26500
MG,Nepomuceno,Sudeste,0.43250
MG,Ninheira,Sudeste,0.07625
MG,Nova Belém,Sudeste,0.04500
MG,Nova Era,Sudeste,0.34500
MG,Nova Módica,Sudeste,0.04125
MG,Nova Porteirinha,Sudeste,0.10125
MG,Nova Resende,Sudeste,0.26875
MG,Nova União,Sudeste,0.07500
MG,Novo Cruzeiro,Sudeste,0.23375
MG,Novo Oriente de Minas,Sudeste,0.08000
MG,Novorizonte,Sudeste,0.04500
MG,Olaria,Sudeste,0.02125
MG,Oliveira,Sudeste,0.79625
MG,Oliveira Fortes,Sudeste,0.02750
MG,Olímpio Noronha,Sudeste,0.03500
MG,Onça de Pitangui,Sudeste,0.05125
MG,Oratórios,Sudeste,0.04875
MG,Orizânia,Sudeste,0.07250
MG,Ouro Fino,Sudeste,0.63625
MG,Ouro Verde de Minas,Sudeste,0.04750
MG,Padre Carvalho,Sudeste,0.05500
MG,Padre Paraíso,Sudeste,0.16000
MG,Pai Pedro,Sudeste,0.04250
MG,Paineiras,Sudeste,0.05750
MG,Pains,Sudeste,0.30125
MG,Paiva,Sudeste,0.02125
MG,Palma,Sudeste,0.06875
MG,Palmópolis,Sudeste,0.04750
MG,Papagaios,Sudeste,0.24375
MG,Paraguaçu,Sudeste,0.45125
MG,Paraisópolis,Sudeste,0.44750
MG,Paraopeba,Sudeste,0.59125
MG,Passa Quatro,Sudeste,0.37000
MG,Passa Tempo,Sudeste,0.19750
MG,Passabém,Sudeste,0.02000
MG,Patis,Sudeste,0.04250
MG,Patrocínio do Muriaé,Sudeste,0.08625
MG,Paula Cândido,Sudeste,0.09250
MG,Paulistas,Sudeste,0.04500
MG,Pavão,Sudeste,0.07000
MG,Pedra Azul,Sudeste,0.25875
MG,Pedra Bonita,Sudeste,0.06250
MG,Pedra Dourada,Sudeste,0.03000
MG,Pedra do Anta,Sudeste,0.03750
MG,Pedra do Indaiá,Sudeste,0.08375
MG,Pedralva,Sudeste,0.12875
MG,Pedras de Maria da Cruz,Sudeste,0.07875
MG,Pedrinópolis,Sudeste,0.11000
MG,Pedro Teixeira,Sudeste,0.02125
MG,Pequeri,Sudeste,0.04125
MG,Pequi,Sudeste,0.05875
MG,Perdigão,Sudeste,0.17875
MG,Perdizes,Sudeste,0.70000
MG,Perdões,Sudeste,0.45625
MG,Periquito,Sudeste,0.08375
MG,Pescador,Sudeste,0.03875
MG,Peçanha,Sudeste,0.18375
MG,Piau,Sudeste,0.05750
MG,Piedade de Caratinga,Sudeste,0.08625
MG,Piedade de Ponte Nova,Sudeste,0.04625
MG,Piedade do Rio Grande,Sudeste,0.08625
MG,Piedade dos Gerais,Sudeste,0.05875
MG,Pimenta,Sudeste,0.17750
MG,Pintópolis,Sudeste,0.05500
MG,Piracema,Sudeste,0.13500
MG,Pirajuba,Sudeste,0.27750
MG,Piranga,Sudeste,0.15250
MG,Piranguinho,Sudeste,0.10125
MG,Piranguçu,Sudeste,0.05625
MG,Pirapetinga,Sudeste,0.47250
MG,Piraúba,Sudeste,0.15125
MG,Pitangui,Sudeste,0.46750
MG,Planura,Sudeste,0.42000
MG,Pocrane,Sudeste,0.08500
MG,Pompéu,Sudeste,0.70625
MG,Ponto Chique,Sudeste,0.03750
MG,Ponto dos Volantes,Sudeste,0.09000
MG,Porteirinha,Sudeste,0.33000
MG,Porto Firme,Sudeste,0.09000
MG,Poté,Sudeste,0.13625
MG,Pouso Alto,Sudeste,0.19125
MG,Poço Fundo,Sudeste,0.25750
MG,Prados,Sudeste,0.15625
MG,Pratinha,Sudeste,0.08625
MG,Pratápolis,Sudeste,0.14750
MG,Presidente Bernardes,Sudeste,0.04625
MG,Presidente Kubitschek,Sudeste,0.02625
MG,Presidente Olegário,Sudeste,0.42500
MG,Prudente de Morais,Sudeste,0.14625
MG,Quartel Geral,Sudeste,0.05000
MG,Queluzito,Sudeste,0.02750
MG,Raposos,Sudeste,0.18750
MG,Raul Soares,Sudeste,0.28875
MG,Recreio,Sudeste,0.09250
MG,Reduto,Sudeste,0.08500
MG,Resende Costa,Sudeste,0.15125
MG,Resplendor,Sudeste,0.23000
MG,Ressaquinha,Sudeste,0.18375
MG,Riachinho,Sudeste,0.09750
MG,Riacho dos Machados,Sudeste,0.22625
MG,Ribeirão Vermelho,Sudeste,0.09750
MG,Rio Acima,Sudeste,0.17875
MG,Rio Casca,Sudeste,0.18375
MG,Rio Doce,Sudeste,0.03750
MG,Rio Espera,Sudeste,0.04500
MG,Rio Manso,Sudeste,0.08000
MG,Rio Novo,Sudeste,0.10375
MG,Rio Paranaíba,Sudeste,0.52375
MG,Rio Pardo de Minas,Sudeste,0.25375
MG,Rio Piracicaba,Sudeste,0.58000
MG,Rio Pomba,Sudeste,0.30375
MG,Rio Preto,Sudeste,0.05625
MG,Rio Vermelho,Sudeste,0.10625
MG,Rio do Prado,Sudeste,0.04000
MG,Ritápolis,Sudeste,0.06000
MG,Rochedo de Minas,Sudeste,0.04000
MG,Rodeiro,Sudeste,0.36750
MG,Romaria,Sudeste,0.16625
MG,Rosário da Limeira,Sudeste,0.04500
MG,Rubelita,Sudeste,0.05375
MG,Rubim,Sudeste,0.08375
MG,Sabinópolis,Sudeste,0.16875
MG,Salinas,Sudeste,0.53250
MG,Salto da Divisa,Sudeste,0.09250
MG,Santa Bárbara do Leste,Sudeste,0.08125
MG,Santa Bárbara do Monte Verde,Sudeste,0.04250
MG,Santa Bárbara do Tugúrio,Sudeste,0.05500
MG,Santa Cruz de Minas,Sudeste,0.08375
MG,Santa Cruz de Salinas,Sudeste,0.03625
MG,Santa Cruz do Escalvado,Sudeste,0.04875
MG,Santa Efigênia de Minas,Sudeste,0.03875
MG,Santa Fé de Minas,Sudeste,0.03750
MG,Santa Helena de Minas,Sudeste,0.04250
MG,Santa Juliana,Sudeste,0.66750
MG,Santa Margarida,Sudeste,0.24125
MG,Santa Maria de Itabira,Sudeste,0.15875
MG,Santa Maria do Salto,Sudeste,0.03875
MG,Santa Maria do Suaçuí,Sudeste,0.12875
MG,Santa Rita de Caldas,Sudeste,0.15625
MG,Santa Rita de Ibitipoca,Sudeste,0.05125
MG,Santa Rita de Jacutinga,Sudeste,0.05625
MG,Santa Rita de Minas,Sudeste,0.08375
MG,Santa Rita do Itueto,Sudeste,0.09875
MG,Santa Rosa da Serra,Sudeste,0.05250
MG,Santa Vitória,Sudeste,0.63500
MG,Santana da Vargem,Sudeste,0.13625
MG,Santana de Cataguases,Sudeste,0.04125
MG,Santana de Pirapama,Sudeste,0.08500
MG,Santana do Deserto,Sudeste,0.04000
MG,Santana do Garambéu,Sudeste,0.02750
MG,Santana do Jacaré,Sudeste,0.07250
MG,Santana do Manhuaçu,Sudeste,0.09875
MG,Santana do Paraíso,Sudeste,0.57000
MG,Santana do Riacho,Sudeste,0.06125
MG,Santana dos Montes,Sudeste,0.03500
MG,Santo Antônio do Amparo,Sudeste,0.25750
MG,Santo Antônio do Aventureiro,Sudeste,0.04500
MG,Santo Antônio do Grama,Sudeste,0.06125
MG,Santo Antônio do Itambé,Sudeste,0.03375
MG,Santo Antônio do Jacinto,Sudeste,0.08500
MG,Santo Antônio do Monte,Sudeste,0.52500
MG,Santo Antônio do Retiro,Sudeste,0.05125
MG,Santo Antônio do Rio Abaixo,Sudeste,0.02125
MG,Santo Hipólito,Sudeste,0.03750
MG,Sapucaí-Mirim,Sudeste,0.09375
MG,Sardoá,Sudeste,0.05375
MG,Sem-Peixe,Sudeste,0.03000
MG,Senador Amaral,Sudeste,0.06000
MG,Senador Cortes,Sudeste,0.02625
MG,Senador Firmino,Sudeste,0.07625
MG,Senador José Bento,Sudeste,0.02250
MG,Senador Modestino Gonçalves,Sudeste,0.07625
MG,Senhora de Oliveira,Sudeste,0.06250
MG,Senhora do Porto,Sudeste,0.03500
MG,Senhora dos Remédios,Sudeste,0.08250
MG,Sericita,Sudeste,0.07750
MG,Seritinga,Sudeste,0.03875
MG,Serra Azul de Minas,Sudeste,0.03125
MG,Serra da Saudade,Sudeste,0.01875
MG,Serra do Salitre,Sudeste,0.39125
MG,Serra dos Aimorés,Sudeste,0.09125
MG,Serrania,Sudeste,0.11500
MG,Serranos,Sudeste,0.03000
MG,Serranópolis de Minas,Sudeste,0.03375
MG,Serro,Sudeste,0.22250
MG,Setubinha,Sudeste,0.07750
MG,Silveirânia,Sudeste,0.02500
MG,Silvianópolis,Sudeste,0.10625
MG,Simonésia,Sudeste,0.17875
MG,Simão Pereira,Sudeste,0.06125
MG,Sobrália,Sudeste,0.05000
